"","airport","airport_name","carrier_name","arr_delay","arr_flights","avg_delay"
"600","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","PSA Airlines Inc.",95825,5226,18.3362035973976
"601","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","Republic Airline",553,61,9.0655737704918
"602","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","SkyWest Airlines Inc.",506653,27056,18.7260866351271
"603","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","Spirit Airlines",212141,9806,21.6337956353253
"604","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","United Air Lines Network",139501,8493,16.4254091604851
"605","DHN","Dothan, AL: Dothan Regional","Endeavor Air Inc.",3983,730,5.45616438356164
"606","DIK","Dickinson, ND: Dickinson - Theodore Roosevelt Regional","CommuteAir LLC dba CommuteAir",21,3,7
"607","DIK","Dickinson, ND: Dickinson - Theodore Roosevelt Regional","SkyWest Airlines Inc.",9127,636,14.3506289308176
"608","DLG","Dillingham, AK: Dillingham Airport","Alaska Airlines Network",821,145,5.66206896551724
"609","DLG","Dillingham, AK: Dillingham Airport","Horizon Air",4560,361,12.6315789473684
"610","DLH","Duluth, MN: Duluth International","Air Wisconsin Airlines Corp",1960,197,9.9492385786802
"611","DLH","Duluth, MN: Duluth International","Delta Air Lines Network",2452,106,23.1320754716981
"612","DLH","Duluth, MN: Duluth International","Endeavor Air Inc.",1995,255,7.8235294117647
"613","DLH","Duluth, MN: Duluth International","Republic Airline",55,41,1.34146341463415
"614","DLH","Duluth, MN: Duluth International","SkyWest Airlines Inc.",19411,1490,13.0275167785235
"615","DRO","Durango, CO: Durango La Plata County","American Airlines Network",312,10,31.2
"616","DRO","Durango, CO: Durango La Plata County","CommuteAir LLC dba CommuteAir",7141,409,17.4596577017115
"617","DRO","Durango, CO: Durango La Plata County","Envoy Air",2412,224,10.7678571428571
"618","DRO","Durango, CO: Durango La Plata County","Mesa Airlines Inc.",2603,130,20.0230769230769
"619","DRO","Durango, CO: Durango La Plata County","SkyWest Airlines Inc.",27342,2915,9.37975986277873
"620","DRO","Durango, CO: Durango La Plata County","United Air Lines Network",7071,284,24.8978873239437
"621","DRT","Del Rio, TX: Del Rio International","SkyWest Airlines Inc.",1063,184,5.77717391304348
"622","DSM","Des Moines, IA: Des Moines International","Air Wisconsin Airlines Corp",5185,338,15.3402366863905
"623","DSM","Des Moines, IA: Des Moines International","Allegiant Air",42177,1788,23.5889261744966
"624","DSM","Des Moines, IA: Des Moines International","American Airlines Network",54347,2608,20.8385736196319
"625","DSM","Des Moines, IA: Des Moines International","CommuteAir LLC dba CommuteAir",29,1,29
"626","DSM","Des Moines, IA: Des Moines International","Delta Air Lines Network",7140,1056,6.76136363636364
"627","DSM","Des Moines, IA: Des Moines International","Endeavor Air Inc.",19866,2379,8.35056746532156
"628","DSM","Des Moines, IA: Des Moines International","Envoy Air",6959,717,9.70571827057183
"629","DSM","Des Moines, IA: Des Moines International","Frontier Airlines",1714,183,9.36612021857924
"630","DSM","Des Moines, IA: Des Moines International","GoJet Airlines LLC d/b/a United Express",516,86,6
"631","DSM","Des Moines, IA: Des Moines International","Mesa Airlines Inc.",3120,173,18.0346820809249
"632","DSM","Des Moines, IA: Des Moines International","PSA Airlines Inc.",6973,639,10.9123630672926
"633","DSM","Des Moines, IA: Des Moines International","Piedmont Airlines",801,62,12.9193548387097
"634","DSM","Des Moines, IA: Des Moines International","Republic Airline",4171,490,8.51224489795918
"635","DSM","Des Moines, IA: Des Moines International","SkyWest Airlines Inc.",11140,948,11.7510548523207
"636","DSM","Des Moines, IA: Des Moines International","Southwest Airlines",26225,1710,15.3362573099415
"637","DSM","Des Moines, IA: Des Moines International","United Air Lines Network",34579,2100,16.4661904761905
"638","DTW","Detroit, MI: Detroit Metro Wayne County","Air Wisconsin Airlines Corp",1169,102,11.4607843137255
"639","DTW","Detroit, MI: Detroit Metro Wayne County","Alaska Airlines Network",4429,494,8.96558704453441
"640","DTW","Detroit, MI: Detroit Metro Wayne County","American Airlines Network",68849,4359,15.7946776783666
"641","DTW","Detroit, MI: Detroit Metro Wayne County","CommuteAir LLC dba CommuteAir",2021,119,16.9831932773109
"642","DTW","Detroit, MI: Detroit Metro Wayne County","Delta Air Lines Network",662087,60081,11.0199064596129
"643","DTW","Detroit, MI: Detroit Metro Wayne County","Endeavor Air Inc.",163965,16545,9.9102447869447
"644","DTW","Detroit, MI: Detroit Metro Wayne County","Envoy Air",2281,205,11.1268292682927
"645","DTW","Detroit, MI: Detroit Metro Wayne County","Frontier Airlines",42622,2215,19.2424379232506
"646","DTW","Detroit, MI: Detroit Metro Wayne County","GoJet Airlines LLC d/b/a United Express",1205,154,7.82467532467532
"647","DTW","Detroit, MI: Detroit Metro Wayne County","JetBlue Airways",53094,2036,26.0776031434185
"648","DTW","Detroit, MI: Detroit Metro Wayne County","Mesa Airlines Inc.",19920,898,22.1826280623608
"649","DTW","Detroit, MI: Detroit Metro Wayne County","PSA Airlines Inc.",10256,1204,8.51827242524917
"650","DTW","Detroit, MI: Detroit Metro Wayne County","Piedmont Airlines",1833,181,10.1270718232044
"651","DTW","Detroit, MI: Detroit Metro Wayne County","Republic Airline",26850,4034,6.65592464055528
"652","DTW","Detroit, MI: Detroit Metro Wayne County","SkyWest Airlines Inc.",281316,17655,15.9340696686491
"653","DTW","Detroit, MI: Detroit Metro Wayne County","Southwest Airlines",49556,3937,12.5872491744983
"654","DTW","Detroit, MI: Detroit Metro Wayne County","Spirit Airlines",188491,10915,17.2689876316995
"655","DTW","Detroit, MI: Detroit Metro Wayne County","United Air Lines Network",36352,2385,15.241928721174
"656","DVL","Devils Lake, ND: Devils Lake Regional","SkyWest Airlines Inc.",8621,674,12.7908011869436
"657","EAT","Wenatchee, WA: Pangborn Memorial","Horizon Air",1350,474,2.84810126582278
"658","ECP","Panama City, FL: Northwest Florida Beaches International","American Airlines Network",20234,773,26.1759379042691
"659","ECP","Panama City, FL: Northwest Florida Beaches International","CommuteAir LLC dba CommuteAir",7956,835,9.52814371257485
"660","ECP","Panama City, FL: Northwest Florida Beaches International","Delta Air Lines Network",19908,1839,10.8254486133768
"661","ECP","Panama City, FL: Northwest Florida Beaches International","Envoy Air",4288,352,12.1818181818182
"662","ECP","Panama City, FL: Northwest Florida Beaches International","Mesa Airlines Inc.",207,26,7.96153846153846
"663","ECP","Panama City, FL: Northwest Florida Beaches International","PSA Airlines Inc.",7147,682,10.4794721407625
"664","ECP","Panama City, FL: Northwest Florida Beaches International","Republic Airline",1036,155,6.68387096774194
"665","ECP","Panama City, FL: Northwest Florida Beaches International","SkyWest Airlines Inc.",2337,228,10.25
"666","ECP","Panama City, FL: Northwest Florida Beaches International","Southwest Airlines",28009,2693,10.4006683995544
"667","EGE","Eagle, CO: Eagle County Regional","American Airlines Network",20103,1072,18.7527985074627
"668","EGE","Eagle, CO: Eagle County Regional","Delta Air Lines Network",1127,133,8.47368421052632
"669","EGE","Eagle, CO: Eagle County Regional","SkyWest Airlines Inc.",20546,1463,14.0437457279563
"670","EGE","Eagle, CO: Eagle County Regional","United Air Lines Network",4613,326,14.1503067484663
"671","EKO","Elko, NV: Elko Regional","SkyWest Airlines Inc.",2456,367,6.69209809264305
"672","ELM","Elmira/Corning, NY: Elmira/Corning Regional","Allegiant Air",1856,287,6.46689895470383
"673","ELM","Elmira/Corning, NY: Elmira/Corning Regional","SkyWest Airlines Inc.",7705,705,10.9290780141844
"674","ELP","El Paso, TX: El Paso International","Alaska Airlines Network",1655,285,5.80701754385965
"675","ELP","El Paso, TX: El Paso International","Allegiant Air",4424,107,41.3457943925234
"676","ELP","El Paso, TX: El Paso International","American Airlines Network",59247,2668,22.2065217391304
"677","ELP","El Paso, TX: El Paso International","CommuteAir LLC dba CommuteAir",2844,129,22.046511627907
"678","ELP","El Paso, TX: El Paso International","Delta Air Lines Network",6729,684,9.83771929824561
"679","ELP","El Paso, TX: El Paso International","Envoy Air",13743,1785,7.69915966386555
"680","ELP","El Paso, TX: El Paso International","Frontier Airlines",7554,387,19.5193798449612
"681","ELP","El Paso, TX: El Paso International","Horizon Air",233,39,5.97435897435897
"682","ELP","El Paso, TX: El Paso International","Mesa Airlines Inc.",73981,2168,34.1240774907749
"683","ELP","El Paso, TX: El Paso International","SkyWest Airlines Inc.",9426,1761,5.3526405451448
"684","ELP","El Paso, TX: El Paso International","Southwest Airlines",88352,8905,9.92161706906233
"685","ELP","El Paso, TX: El Paso International","United Air Lines Network",6471,443,14.607223476298
"686","ERI","Erie, PA: Erie International/Tom Ridge Field","Air Wisconsin Airlines Corp",817,80,10.2125
"687","ERI","Erie, PA: Erie International/Tom Ridge Field","Piedmont Airlines",5679,745,7.62281879194631
"688","ERI","Erie, PA: Erie International/Tom Ridge Field","SkyWest Airlines Inc.",3351,222,15.0945945945946
"689","ESC","Escanaba, MI: Delta County","SkyWest Airlines Inc.",6553,695,9.42877697841727
"690","EUG","Eugene, OR: Mahlon Sweet Field","Alaska Airlines Network",2131,315,6.76507936507937
"691","EUG","Eugene, OR: Mahlon Sweet Field","Allegiant Air",7611,459,16.5816993464052
"692","EUG","Eugene, OR: Mahlon Sweet Field","American Airlines Network",14698,552,26.6268115942029
"693","EUG","Eugene, OR: Mahlon Sweet Field","Delta Air Lines Network",1266,146,8.67123287671233
"694","EUG","Eugene, OR: Mahlon Sweet Field","Envoy Air",154,54,2.85185185185185
"695","EUG","Eugene, OR: Mahlon Sweet Field","Horizon Air",5077,1194,4.25209380234506
"696","EUG","Eugene, OR: Mahlon Sweet Field","Mesa Airlines Inc.",1221,25,48.84
"697","EUG","Eugene, OR: Mahlon Sweet Field","SkyWest Airlines Inc.",16767,2630,6.37528517110266
"698","EUG","Eugene, OR: Mahlon Sweet Field","Southwest Airlines",19002,1982,9.58728557013118
"699","EUG","Eugene, OR: Mahlon Sweet Field","United Air Lines Network",16538,1307,12.6534047436878
"700","EVV","Evansville, IN: Evansville Regional","Allegiant Air",2218,128,17.328125
"701","EVV","Evansville, IN: Evansville Regional","Delta Air Lines Network",708,49,14.4489795918367
"702","EVV","Evansville, IN: Evansville Regional","Endeavor Air Inc.",4405,513,8.58674463937622
"703","EVV","Evansville, IN: Evansville Regional","Envoy Air",5705,830,6.87349397590361
"704","EVV","Evansville, IN: Evansville Regional","Mesa Airlines Inc.",898,48,18.7083333333333
"705","EVV","Evansville, IN: Evansville Regional","Piedmont Airlines",9553,1029,9.28377065111759
"706","EVV","Evansville, IN: Evansville Regional","SkyWest Airlines Inc.",7285,383,19.0208877284595
"707","EWN","New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional","PSA Airlines Inc.",1287,98,13.1326530612245
"708","EWN","New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional","Piedmont Airlines",11777,1610,7.31490683229814
"709","EWR","Newark, NJ: Newark Liberty International","Alaska Airlines Network",54002,3676,14.6904243743199
"710","EWR","Newark, NJ: Newark Liberty International","Allegiant Air",3563,671,5.30998509687034
"711","EWR","Newark, NJ: Newark Liberty International","American Airlines Network",163312,7558,21.6078327599894
"712","EWR","Newark, NJ: Newark Liberty International","Delta Air Lines Network",79172,6356,12.4562617998741
"713","EWR","Newark, NJ: Newark Liberty International","Endeavor Air Inc.",19271,1728,11.1521990740741
"714","EWR","Newark, NJ: Newark Liberty International","Envoy Air",3014,357,8.44257703081233
"715","EWR","Newark, NJ: Newark Liberty International","GoJet Airlines LLC d/b/a United Express",195891,12458,15.7241130197463
"716","EWR","Newark, NJ: Newark Liberty International","JetBlue Airways",168638,6857,24.5935540323757
"717","EWR","Newark, NJ: Newark Liberty International","Republic Airline",287812,29085,9.89554753309266
"718","EWR","Newark, NJ: Newark Liberty International","SkyWest Airlines Inc.",6015,325,18.5076923076923
"719","EWR","Newark, NJ: Newark Liberty International","Spirit Airlines",193507,9426,20.5290685338426
"720","EWR","Newark, NJ: Newark Liberty International","United Air Lines Network",1240831,72539,17.1057086532762
"721","EYW","Key West, FL: Key West International","Allegiant Air",4663,574,8.12369337979094
"722","EYW","Key West, FL: Key West International","American Airlines Network",25553,1712,14.9258177570093
"723","EYW","Key West, FL: Key West International","Delta Air Lines Network",12544,1254,10.0031897926635
"724","EYW","Key West, FL: Key West International","Endeavor Air Inc.",5125,233,21.9957081545064
"725","EYW","Key West, FL: Key West International","Envoy Air",11683,1457,8.01853122855182
"726","EYW","Key West, FL: Key West International","JetBlue Airways",1068,162,6.59259259259259
"727","EYW","Key West, FL: Key West International","Mesa Airlines Inc.",1762,128,13.765625
"728","EYW","Key West, FL: Key West International","Republic Airline",10092,1438,7.01808066759388
"729","EYW","Key West, FL: Key West International","United Air Lines Network",789,67,11.7761194029851
"730","FAI","Fairbanks, AK: Fairbanks International","Alaska Airlines Network",16321,2322,7.02885443583118
"731","FAI","Fairbanks, AK: Fairbanks International","Delta Air Lines Network",7497,621,12.0724637681159
"732","FAI","Fairbanks, AK: Fairbanks International","Horizon Air",17130,1984,8.63407258064516
"733","FAI","Fairbanks, AK: Fairbanks International","United Air Lines Network",1523,108,14.1018518518519
"734","FAR","Fargo, ND: Hector International","Air Wisconsin Airlines Corp",2954,127,23.259842519685
"735","FAR","Fargo, ND: Hector International","Allegiant Air",5130,736,6.97010869565217
"736","FAR","Fargo, ND: Hector International","Delta Air Lines Network",9072,664,13.6626506024096
"737","FAR","Fargo, ND: Hector International","Endeavor Air Inc.",1983,324,6.12037037037037
"738","FAR","Fargo, ND: Hector International","Envoy Air",15346,1405,10.9224199288256
"739","FAR","Fargo, ND: Hector International","Frontier Airlines",1929,180,10.7166666666667
"740","FAR","Fargo, ND: Hector International","Mesa Airlines Inc.",100,27,3.7037037037037
"741","FAR","Fargo, ND: Hector International","Republic Airline",424,83,5.10843373493976
"742","FAR","Fargo, ND: Hector International","SkyWest Airlines Inc.",36789,2888,12.7385734072022
"743","FAT","Fresno, CA: Fresno Yosemite International","Alaska Airlines Network",1749,373,4.68900804289544
"744","FAT","Fresno, CA: Fresno Yosemite International","Allegiant Air",12196,639,19.0860719874804
"745","FAT","Fresno, CA: Fresno Yosemite International","American Airlines Network",47536,2301,20.6588439808779
"746","FAT","Fresno, CA: Fresno Yosemite International","Envoy Air",1231,86,14.3139534883721
"747","FAT","Fresno, CA: Fresno Yosemite International","Horizon Air",127,54,2.35185185185185
"748","FAT","Fresno, CA: Fresno Yosemite International","Mesa Airlines Inc.",160,12,13.3333333333333
"749","FAT","Fresno, CA: Fresno Yosemite International","SkyWest Airlines Inc.",50708,5549,9.13822310326185
"750","FAT","Fresno, CA: Fresno Yosemite International","Southwest Airlines",21668,1530,14.162091503268
"751","FAT","Fresno, CA: Fresno Yosemite International","United Air Lines Network",13969,685,20.392700729927
"752","FAY","Fayetteville, NC: Fayetteville Regional/Grannis Field","Delta Air Lines Network",8030,365,22
"753","FAY","Fayetteville, NC: Fayetteville Regional/Grannis Field","Endeavor Air Inc.",1710,328,5.21341463414634
"754","FAY","Fayetteville, NC: Fayetteville Regional/Grannis Field","Envoy Air",1117,153,7.30065359477124
"755","FAY","Fayetteville, NC: Fayetteville Regional/Grannis Field","PSA Airlines Inc.",7655,370,20.6891891891892
"756","FAY","Fayetteville, NC: Fayetteville Regional/Grannis Field","Piedmont Airlines",14045,1575,8.91746031746032
"757","FAY","Fayetteville, NC: Fayetteville Regional/Grannis Field","SkyWest Airlines Inc.",713,130,5.48461538461538
"758","FCA","Kalispell, MT: Glacier Park International","Allegiant Air",5118,208,24.6057692307692
"759","FCA","Kalispell, MT: Glacier Park International","American Airlines Network",3419,271,12.6162361623616
"760","FCA","Kalispell, MT: Glacier Park International","Delta Air Lines Network",10514,793,13.2585119798235
"761","FCA","Kalispell, MT: Glacier Park International","Envoy Air",50,27,1.85185185185185
"762","FCA","Kalispell, MT: Glacier Park International","Horizon Air",5110,1049,4.87130600571973
"763","FCA","Kalispell, MT: Glacier Park International","SkyWest Airlines Inc.",8505,1349,6.30467012601927
"764","FCA","Kalispell, MT: Glacier Park International","United Air Lines Network",15300,859,17.8114086146682
"765","FLG","Flagstaff, AZ: Flagstaff Pulliam","SkyWest Airlines Inc.",13458,1654,8.136638452237
"766","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","Alaska Airlines Network",15005,1009,14.8711595639247
"767","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","Allegiant Air",120386,3109,38.7217754905114
"768","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","American Airlines Network",106360,5783,18.3918381462909
"769","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","Delta Air Lines Network",149291,11839,12.6101022045781
"770","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","Endeavor Air Inc.",377,32,11.78125
"771","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","Frontier Airlines",63022,2275,27.701978021978
"772","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","JetBlue Airways",495792,18767,26.4182874194064
"773","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","Southwest Airlines",212194,16252,13.0564853556485
"774","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","Spirit Airlines",513036,22994,22.3117334956945
"775","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","United Air Lines Network",119644,7784,15.3705035971223
"776","FLO","Florence, SC: Florence Regional","Piedmont Airlines",4235,714,5.93137254901961
"777","FNT","Flint, MI: Bishop International","Air Wisconsin Airlines Corp",15798,658,24.0091185410334
"778","FNT","Flint, MI: Bishop International","Allegiant Air",26808,1342,19.9761549925484
"779","FNT","Flint, MI: Bishop International","Envoy Air",908,128,7.09375
"780","FNT","Flint, MI: Bishop International","GoJet Airlines LLC d/b/a United Express",2489,175,14.2228571428571
"781","FNT","Flint, MI: Bishop International","Piedmont Airlines",299,27,11.0740740740741
"782","FNT","Flint, MI: Bishop International","SkyWest Airlines Inc.",8607,600,14.345
"783","FOD","Fort Dodge, IA: Fort Dodge Regional","SkyWest Airlines Inc.",8795,622,14.1398713826367
"784","FSD","Sioux Falls, SD: Joe Foss Field","Air Wisconsin Airlines Corp",5184,266,19.4887218045113
"785","FSD","Sioux Falls, SD: Joe Foss Field","Allegiant Air",14247,1015,14.0364532019704
"786","FSD","Sioux Falls, SD: Joe Foss Field","American Airlines Network",20372,714,28.5322128851541
"787","FSD","Sioux Falls, SD: Joe Foss Field","Delta Air Lines Network",12658,731,17.3160054719562
"788","FSD","Sioux Falls, SD: Joe Foss Field","Endeavor Air Inc.",4534,428,10.5934579439252
"789","FSD","Sioux Falls, SD: Joe Foss Field","Envoy Air",5950,492,12.0934959349593
"790","FSD","Sioux Falls, SD: Joe Foss Field","Frontier Airlines",2560,187,13.6898395721925
"791","FSD","Sioux Falls, SD: Joe Foss Field","GoJet Airlines LLC d/b/a United Express",3508,361,9.71745152354571
"792","FSD","Sioux Falls, SD: Joe Foss Field","Mesa Airlines Inc.",829,56,14.8035714285714
"793","FSD","Sioux Falls, SD: Joe Foss Field","PSA Airlines Inc.",18,9,2
"794","FSD","Sioux Falls, SD: Joe Foss Field","Piedmont Airlines",500,29,17.2413793103448
"795","FSD","Sioux Falls, SD: Joe Foss Field","Republic Airline",415,59,7.03389830508475
"796","FSD","Sioux Falls, SD: Joe Foss Field","SkyWest Airlines Inc.",21537,2379,9.05296343001261
"797","FSD","Sioux Falls, SD: Joe Foss Field","United Air Lines Network",17010,811,20.9741060419236
"798","FSM","Fort Smith, AR: Fort Smith Regional","Envoy Air",5189,696,7.45545977011494
"799","FSM","Fort Smith, AR: Fort Smith Regional","Mesa Airlines Inc.",215,10,21.5
"800","FSM","Fort Smith, AR: Fort Smith Regional","SkyWest Airlines Inc.",6350,378,16.7989417989418
"801","FWA","Fort Wayne, IN: Fort Wayne International","Air Wisconsin Airlines Corp",11482,527,21.7874762808349
"802","FWA","Fort Wayne, IN: Fort Wayne International","Allegiant Air",7092,783,9.05747126436782
"803","FWA","Fort Wayne, IN: Fort Wayne International","Envoy Air",7315,821,8.90986601705237
"804","FWA","Fort Wayne, IN: Fort Wayne International","Piedmont Airlines",17117,1415,12.0968197879859
"805","FWA","Fort Wayne, IN: Fort Wayne International","SkyWest Airlines Inc.",37475,2656,14.109563253012
"806","GCC","Gillette, WY: Northeast Wyoming Regional","SkyWest Airlines Inc.",5842,641,9.11388455538222
"807","GCK","Garden City, KS: Garden City Regional","SkyWest Airlines Inc.",9271,725,12.7875862068966
"808","GEG","Spokane, WA: Spokane International","Alaska Airlines Network",22844,2226,10.2623539982031
"809","GEG","Spokane, WA: Spokane International","Allegiant Air",5400,254,21.259842519685
"810","GEG","Spokane, WA: Spokane International","American Airlines Network",24726,1003,24.6520438683948
"811","GEG","Spokane, WA: Spokane International","Delta Air Lines Network",32905,3105,10.597423510467
"812","GEG","Spokane, WA: Spokane International","Horizon Air",24128,4224,5.71212121212121
"813","GEG","Spokane, WA: Spokane International","SkyWest Airlines Inc.",40159,5342,7.51759640584051
"814","GEG","Spokane, WA: Spokane International","Southwest Airlines",38370,3681,10.4237978810106
"815","GEG","Spokane, WA: Spokane International","United Air Lines Network",16208,948,17.0970464135021
"816","GFK","Grand Forks, ND: Grand Forks International","Allegiant Air",3190,194,16.4432989690722
"817","GFK","Grand Forks, ND: Grand Forks International","Delta Air Lines Network",3224,97,33.2371134020619
"818","GFK","Grand Forks, ND: Grand Forks International","Endeavor Air Inc.",4218,132,31.9545454545455
"819","GFK","Grand Forks, ND: Grand Forks International","SkyWest Airlines Inc.",7091,862,8.2262180974478
"820","GGG","Longview, TX: East Texas Regional","SkyWest Airlines Inc.",7257,724,10.0234806629834
"821","GJT","Grand Junction, CO: Grand Junction Regional","Allegiant Air",3825,152,25.1644736842105
"822","GJT","Grand Junction, CO: Grand Junction Regional","CommuteAir LLC dba CommuteAir",5300,393,13.4860050890585
"823","GJT","Grand Junction, CO: Grand Junction Regional","Envoy Air",7670,1209,6.34408602150538
"824","GJT","Grand Junction, CO: Grand Junction Regional","Mesa Airlines Inc.",9899,410,24.1439024390244
"825","GJT","Grand Junction, CO: Grand Junction Regional","SkyWest Airlines Inc.",18709,1437,13.0194850382742
"826","GJT","Grand Junction, CO: Grand Junction Regional","United Air Lines Network",9883,363,27.2258953168044
"827","GNV","Gainesville, FL: Gainesville Regional","Delta Air Lines Network",15909,1610,9.88136645962733
"828","GNV","Gainesville, FL: Gainesville Regional","Endeavor Air Inc.",729,32,22.78125
"829","GNV","Gainesville, FL: Gainesville Regional","Envoy Air",7134,775,9.20516129032258
"830","GNV","Gainesville, FL: Gainesville Regional","PSA Airlines Inc.",3397,387,8.77777777777778
"831","GNV","Gainesville, FL: Gainesville Regional","Piedmont Airlines",11782,966,12.1966873706004
"832","GNV","Gainesville, FL: Gainesville Regional","SkyWest Airlines Inc.",245,27,9.07407407407407
"833","GPT","Gulfport/Biloxi, MS: Gulfport-Biloxi International","Allegiant Air",563,26,21.6538461538462
"834","GPT","Gulfport/Biloxi, MS: Gulfport-Biloxi International","CommuteAir LLC dba CommuteAir",9359,943,9.92470837751856
"835","GPT","Gulfport/Biloxi, MS: Gulfport-Biloxi International","Delta Air Lines Network",7656,1128,6.78723404255319
"836","GPT","Gulfport/Biloxi, MS: Gulfport-Biloxi International","Endeavor Air Inc.",381,31,12.2903225806452
"837","GPT","Gulfport/Biloxi, MS: Gulfport-Biloxi International","Envoy Air",6338,581,10.9087779690189
"838","GPT","Gulfport/Biloxi, MS: Gulfport-Biloxi International","PSA Airlines Inc.",7358,946,7.77801268498943
"839","GPT","Gulfport/Biloxi, MS: Gulfport-Biloxi International","SkyWest Airlines Inc.",2042,197,10.3654822335025
"840","GRB","Green Bay, WI: Green Bay Austin Straubel International","Air Wisconsin Airlines Corp",18968,899,21.0989988876529
"841","GRB","Green Bay, WI: Green Bay Austin Straubel International","American Airlines Network",149,4,37.25
"842","GRB","Green Bay, WI: Green Bay Austin Straubel International","Delta Air Lines Network",3737,368,10.1548913043478
"843","GRB","Green Bay, WI: Green Bay Austin Straubel International","Endeavor Air Inc.",2338,405,5.77283950617284
"844","GRB","Green Bay, WI: Green Bay Austin Straubel International","Envoy Air",3319,343,9.67638483965015
"845","GRB","Green Bay, WI: Green Bay Austin Straubel International","Frontier Airlines",3202,163,19.6441717791411
"846","GRB","Green Bay, WI: Green Bay Austin Straubel International","GoJet Airlines LLC d/b/a United Express",1052,131,8.03053435114504
"847","GRB","Green Bay, WI: Green Bay Austin Straubel International","Piedmont Airlines",2015,125,16.12
"848","GRB","Green Bay, WI: Green Bay Austin Straubel International","Republic Airline",753,135,5.57777777777778
"849","GRB","Green Bay, WI: Green Bay Austin Straubel International","SkyWest Airlines Inc.",25302,2507,10.0925408855205
"850","GRI","Grand Island, NE: Central Nebraska Regional","Allegiant Air",2111,214,9.86448598130841
"851","GRI","Grand Island, NE: Central Nebraska Regional","SkyWest Airlines Inc.",10496,723,14.5172890733057
"852","GRK","Killeen, TX: Robert Gray AAF","Envoy Air",7722,967,7.98552223371251
"853","GRK","Killeen, TX: Robert Gray AAF","Mesa Airlines Inc.",4015,155,25.9032258064516
"854","GRK","Killeen, TX: Robert Gray AAF","SkyWest Airlines Inc.",6012,616,9.75974025974026
"855","GRR","Grand Rapids, MI: Gerald R. Ford International","Air Wisconsin Airlines Corp",16055,760,21.125
"856","GRR","Grand Rapids, MI: Gerald R. Ford International","Allegiant Air",45775,2111,21.6840360018948
"857","GRR","Grand Rapids, MI: Gerald R. Ford International","American Airlines Network",47049,1784,26.3727578475336
"858","GRR","Grand Rapids, MI: Gerald R. Ford International","Delta Air Lines Network",34822,3105,11.2148148148148
"859","GRR","Grand Rapids, MI: Gerald R. Ford International","Endeavor Air Inc.",9930,1155,8.5974025974026
"860","GRR","Grand Rapids, MI: Gerald R. Ford International","Envoy Air",8425,801,10.518102372035
"861","GRR","Grand Rapids, MI: Gerald R. Ford International","Frontier Airlines",11984,608,19.7105263157895
"862","GRR","Grand Rapids, MI: Gerald R. Ford International","GoJet Airlines LLC d/b/a United Express",1420,160,8.875
"863","GRR","Grand Rapids, MI: Gerald R. Ford International","Mesa Airlines Inc.",761,37,20.5675675675676
"864","GRR","Grand Rapids, MI: Gerald R. Ford International","PSA Airlines Inc.",8122,790,10.2810126582278
"865","GRR","Grand Rapids, MI: Gerald R. Ford International","Piedmont Airlines",1602,433,3.69976905311778
"866","GRR","Grand Rapids, MI: Gerald R. Ford International","Republic Airline",11258,1486,7.57604306864065
"867","GRR","Grand Rapids, MI: Gerald R. Ford International","SkyWest Airlines Inc.",13775,1177,11.7034834324554
"868","GRR","Grand Rapids, MI: Gerald R. Ford International","Southwest Airlines",21411,1794,11.9347826086957
"869","GRR","Grand Rapids, MI: Gerald R. Ford International","United Air Lines Network",28694,1752,16.3778538812785
"870","GSO","Greensboro/High Point, NC: Piedmont Triad International","Air Wisconsin Airlines Corp",9476,404,23.4554455445545
"871","GSO","Greensboro/High Point, NC: Piedmont Triad International","Allegiant Air",2310,124,18.6290322580645
"872","GSO","Greensboro/High Point, NC: Piedmont Triad International","American Airlines Network",26824,1401,19.146324054247
"873","GSO","Greensboro/High Point, NC: Piedmont Triad International","Delta Air Lines Network",17843,2220,8.03738738738739
"874","GSO","Greensboro/High Point, NC: Piedmont Triad International","Endeavor Air Inc.",14007,1520,9.21513157894737
"875","GSO","Greensboro/High Point, NC: Piedmont Triad International","Envoy Air",12006,1031,11.6450048496605
"876","GSO","Greensboro/High Point, NC: Piedmont Triad International","GoJet Airlines LLC d/b/a United Express",426,68,6.26470588235294
"877","GSO","Greensboro/High Point, NC: Piedmont Triad International","PSA Airlines Inc.",17872,2186,8.17566331198536
